2022-10-26 16:05:42,814, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 99.0%, AvgLoss: 0.111252, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9359930753707886
2022-10-27 12:48:38,808, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 97.0%, AvgLoss: 0.149737, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9208837151527405
2022-10-27 12:48:38,808, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 97.0%, AvgLoss: 0.149737, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9208837151527405
2022-10-27 13:00:05,763, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 97.3%, AvgLoss: 0.398260, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9298641681671143
2022-10-27 13:00:05,763, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 97.3%, AvgLoss: 0.398260, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9298641681671143
2022-10-27 13:00:05,763, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 97.3%, AvgLoss: 0.398260, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9298641681671143
2022-10-27 13:00:05,763, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 97.3%, AvgLoss: 0.398260, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9298641681671143
2022-10-27 13:00:05,763, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 97.3%, AvgLoss: 0.398260, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9298641681671143
2022-10-27 13:10:13,087, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 98.3%, AvgLoss: 0.269269, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.929145097732544
2022-10-27 13:10:13,087, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 98.3%, AvgLoss: 0.269269, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.929145097732544
2022-10-27 13:10:13,087, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 98.3%, AvgLoss: 0.269269, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.929145097732544
2022-10-27 13:10:13,087, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 98.3%, AvgLoss: 0.269269, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.929145097732544
2022-10-27 13:10:13,087, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 98.3%, AvgLoss: 0.269269, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.929145097732544
2022-10-27 13:10:13,087, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 98.3%, AvgLoss: 0.269269, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.929145097732544
2022-10-27 13:24:05,776, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 97.3%, AvgLoss: 0.450708, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9218054413795471
2022-10-27 13:24:05,776, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 97.3%, AvgLoss: 0.450708, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9218054413795471
2022-10-27 13:24:05,776, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 97.3%, AvgLoss: 0.450708, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9218054413795471
2022-10-27 13:24:05,776, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 97.3%, AvgLoss: 0.450708, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9218054413795471
2022-10-27 13:24:05,776, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 97.3%, AvgLoss: 0.450708, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9218054413795471
2022-10-27 13:24:05,776, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 97.3%, AvgLoss: 0.450708, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9218054413795471
2022-10-27 13:24:05,776, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 97.3%, AvgLoss: 0.450708, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9218054413795471
2022-10-27 13:35:56,194, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 96.7%, AvgLoss: 0.367381, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9344457387924194
2022-10-27 13:35:56,194, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 96.7%, AvgLoss: 0.367381, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9344457387924194
2022-10-27 13:35:56,194, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 96.7%, AvgLoss: 0.367381, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9344457387924194
2022-10-27 13:35:56,194, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 96.7%, AvgLoss: 0.367381, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9344457387924194
2022-10-27 13:35:56,194, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 96.7%, AvgLoss: 0.367381, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9344457387924194
2022-10-27 13:35:56,194, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 96.7%, AvgLoss: 0.367381, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9344457387924194
2022-10-27 13:35:56,194, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 96.7%, AvgLoss: 0.367381, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9344457387924194
2022-10-27 13:35:56,194, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 96.7%, AvgLoss: 0.367381, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9344457387924194
2022-10-27 13:57:03,248, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 99.0%, AvgLoss: 0.016709, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.882878839969635
2022-10-27 14:10:11,202, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 99.7%, AvgLoss: 0.047791, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9167393445968628
2022-10-27 14:10:11,202, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 99.7%, AvgLoss: 0.047791, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9167393445968628
2022-10-27 14:25:31,093, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 99.0%, AvgLoss: 0.054545, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9105827808380127
2022-10-27 14:25:31,093, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 99.0%, AvgLoss: 0.054545, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9105827808380127
2022-10-27 14:25:31,093, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 99.0%, AvgLoss: 0.054545, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9105827808380127
2022-10-27 14:34:19,062, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 99.7%, AvgLoss: 0.077622, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9420374035835266
2022-10-27 14:34:19,062, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 99.7%, AvgLoss: 0.077622, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9420374035835266
2022-10-27 14:34:19,062, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 99.7%, AvgLoss: 0.077622, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9420374035835266
2022-10-27 14:34:19,062, INFO, ResultsLogger, Model:SCNN_A, EpochTrained:20, Acc: 99.7%, AvgLoss: 0.077622, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9420374035835266
2022-10-27 14:51:04,490, INFO, ResultsLogger, Model:SCNN_B, EpochTrained:20, Acc: 96.3%, AvgLoss: 0.104735, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9259814023971558
2022-10-27 15:00:16,495, INFO, ResultsLogger, Model:SCNN_B, EpochTrained:20, Acc: 99.3%, AvgLoss: 0.100460, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9313496351242065
2022-10-27 15:09:30,518, INFO, ResultsLogger, Model:SCNN_B, EpochTrained:20, Acc: 98.7%, AvgLoss: 0.227314, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9298328757286072
2022-10-27 15:18:23,391, INFO, ResultsLogger, Model:SCNN_B, EpochTrained:20, Acc: 98.7%, AvgLoss: 0.144711, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9247608184814453
2022-10-27 15:27:23,799, INFO, ResultsLogger, Model:SCNN_B, EpochTrained:20, Acc: 99.0%, AvgLoss: 0.091992, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9203518629074097
2022-10-27 15:36:49,587, INFO, ResultsLogger, Model:SCNN_B, EpochTrained:20, Acc: 98.0%, AvgLoss: 0.049232, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9321344494819641
2022-10-27 15:45:22,905, INFO, ResultsLogger, Model:SCNN_B, EpochTrained:20, Acc: 99.7%, AvgLoss: 0.193990, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9265908598899841
2022-10-27 15:53:41,787, INFO, ResultsLogger, Model:SCNN_B, EpochTrained:20, Acc: 99.3%, AvgLoss: 0.108739, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9398583173751831
2022-10-27 16:02:25,771, INFO, ResultsLogger, Model:SCNN_B, EpochTrained:20, Acc: 98.7%, AvgLoss: 0.120318, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9251660108566284
2022-10-27 16:10:44,020, INFO, ResultsLogger, Model:SCNN_B, EpochTrained:20, Acc: 99.3%, AvgLoss: 0.108696, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9529414176940918
2022-10-27 16:19:21,330, INFO, ResultsLogger, Model:SCNN_B, EpochTrained:20, Acc: 99.0%, AvgLoss: 0.074381, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9329480528831482
2022-10-27 16:28:26,545, INFO, ResultsLogger, Model:SCNN_B, EpochTrained:20, Acc: 99.0%, AvgLoss: 0.148219, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9280521273612976
2022-10-27 16:36:39,833, INFO, ResultsLogger, Model:SCNN_B, EpochTrained:20, Acc: 98.7%, AvgLoss: 0.137536, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9351105093955994
2022-10-27 16:46:49,745, INFO, ResultsLogger, Model:SCNN_B, EpochTrained:20, Acc: 98.3%, AvgLoss: 0.072512, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.950409471988678
2022-10-27 16:54:33,249, INFO, ResultsLogger, Model:SCNN_B, EpochTrained:20, Acc: 97.7%, AvgLoss: 0.052488, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9361403584480286
2022-10-27 17:01:45,910, INFO, ResultsLogger, Model:SCNN_B, EpochTrained:20, Acc: 99.0%, AvgLoss: 0.085409, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9330360889434814
2022-10-27 17:09:08,190, INFO, ResultsLogger, Model:SCNN_B, EpochTrained:20, Acc: 99.0%, AvgLoss: 0.039072, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9269124865531921
2022-10-27 17:17:27,944, INFO, ResultsLogger, Model:SCNN_B, EpochTrained:20, Acc: 98.7%, AvgLoss: 0.257292, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9349661469459534
2022-10-27 17:25:06,371, INFO, ResultsLogger, Model:SCNN_B, EpochTrained:20, Acc: 99.0%, AvgLoss: 0.233381, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9295189380645752
2022-10-27 17:33:37,164, INFO, ResultsLogger, Model:SCNN_B, EpochTrained:20, Acc: 99.7%, AvgLoss: 0.043444, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9170410633087158
2022-10-27 17:42:11,025, INFO, ResultsLogger, Model:SCNN_B, EpochTrained:20, Acc: 99.3%, AvgLoss: 0.104932, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9364152550697327
2022-10-27 17:51:00,791, INFO, ResultsLogger, Model:SCNN_B, EpochTrained:20, Acc: 99.3%, AvgLoss: 0.096194, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.931614100933075
2022-10-27 17:58:10,150, INFO, ResultsLogger, Model:SCNN_B, EpochTrained:20, Acc: 98.3%, AvgLoss: 0.033677, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9420498609542847
2022-10-27 18:04:44,934, INFO, ResultsLogger, Model:SCNN_B, EpochTrained:20, Acc: 99.3%, AvgLoss: 0.248262, AddInfo: hyperStudy-ModelA-hyperOPT, Avg sparsity: 0.9312535524368286
